Q96NS5	P21854 
Q5TBB1	Q1W4C9
Q13009	Q9NS28
Q9H0C2	P20851
Q8TED1	P31949
Q8ND71	P0C7Q5
Q5VZI3	Q5T871
Q9C0B6	O95371
Q96MI6	Q9NWQ8
Q8IUL8	Q9Y2Y8
P0CJ75	Q96DB9
Q9BVC5	Q8N5G0
Q8NGK2	P14770
P19623	Q86V35
Q4V9L6	P05496
Q8WUM9	Q0Z7S8
O95248	Q8TAT5
O15068	Q6EBC2
Q9UMQ6	Q6XYQ8
P43005	Q8NBZ7
Q7L2H7	Q8N8F6
P09912	Q5UIP0
Q96T37	Q6IWH7
Q7Z442	Q9BR76
O15105	Q96D70
O60825	Q3SXZ7
Q5SRH9	P07195
O14772	Q9UIV1
Q15047	O15063
Q49AM3	Q6PF06
O95777	Q7Z7B8
Q8IWB9	Q6ZVX7
Q8NDX1	Q8N468
Q9BZM5	B4DJY2
Q9GZU1	A8MVS5
Q5TIA1	Q7Z553
O43660	O95182
Q8NCD3	Q8TAG5
Q4LE39	Q16850
P43629	P59773
Q13619	Q8IZM8
P09874	Q9HCU8
O15370	Q9BUA6
Q9Y5Y4	Q9NVM1
Q8NE35	P04181
Q9UBP0	Q86UQ0
Q14644	O75896
Q15058	Q8TD19
Q8NGC6	Q9NXK6
Q96L34	Q9P2Z0
O60237	Q9Y679
Q96IZ2	P51161
Q86Y46	P01567
O14581	Q96R09
P08729	Q96FM1
P54577	Q719I0
Q7Z736	P30711
Q9NY61	Q5SRE7
Q6PKC3	Q9H0X6
Q9Y248	P86478
Q8N8Q8	A8K4G0
Q6ZNI0	P0C851
Q6IQ21	Q9BZD7
P78539	Q9Y5L4
Q96KC9	Q52LA3
Q8IWB9	P04216
O75533	Q5T9Z0
Q8WWV6	Q8NGA1
Q4G148	Q7RTU4
P54756	O95900
Q53GS9	Q96H12
Q9NYK5	Q15828
P20701	P25311
Q6UXP7	Q8N9V2
Q496J9	Q9Y6J6
Q92611	P37288
A6NHG9	Q7Z769
Q6IWH7	Q9NRP0
Q8NI77	Q9UG56
Q96LT4	Q9H2J7
Q6P1M3	Q9NSI5
Q68D10	Q8WUT9
Q9UBD5	Q96L21
Q9NVR7	Q07001
Q7RTS9	Q96H12
Q8N6S4	Q96HQ0
C9JL84	P38571
Q9UQD0	P17947
Q96S55	P14635
Q8WUE5	P48307
Q6UWP8	P13378
P08559	Q96SN7
P0DJI9	J3KRW8
Q96KW2	Q14566
Q6ZVM7	O14907
O43502	Q8NC54
P09525	Q9BZX4
P12532	Q8NGS1
Q86VZ1	Q14582
Q70SY1	Q9BUA6
Q9H4I3	O00321
Q9HCC8	O14972
Q9BWH6	Q13111
Q9Y261	Q96A32
O95711	Q9GZP8
Q8IZF5	Q9Y3A3
Q15147	Q9P2U7
P17031	Q9UEE9
Q6ZU52	Q6PRD7
P29320	Q9Y5A9
Q5T890	P80192
Q53GS7	Q8N8G6
Q24JQ0	Q9BQ08
P24903	Q8TCU3
Q8N635	O15514
Q9P0U3	Q96D46
Q5HYK9	Q4G0J3
O00139	Q68DK7
Q96N46	Q6P1N9
Q8N539	P39905
Q8NCM8	Q86XZ4
Q9H324	Q5TI25
Q92887	Q96DT6
P17181	Q5TGS1
Q6UXB8	O00591
Q6ZRS4	Q06055
P43631	Q6UW10
A6NK53	Q8WTV0
Q5M7Z0	Q99525
D6R901	Q9UG63
Q9NWM0	Q8IUB5
Q96P26	Q9Y5U2
Q96GX5	Q14117
Q8NA23	P0C5Y9
Q8WXX7	Q8N4M7
Q6IA17	P35625
Q5TB30	Q7Z5H3
Q8NGZ3	Q96FZ7
P31644	Q9BRF8
Q8IX01	O14508
P36957	Q12952
Q9NVE7	P29508
Q9NWH9	Q9P0W8
P14616	Q86T96
Q9UL12	O43164
Q12965	Q9Y6L7
Q9BXM7	Q7RTN6
Q8TF17	Q9UK76
Q9NZ20	P02649
Q6DHV5	Q9UGF6
Q9C0I9	Q9P0Z9
Q92556	P24666
Q15124	A6NJZ3
Q9BUR4	Q8N9M1
Q9H2W2	Q15121
Q8NGS6	Q9Y5I7
Q16665	Q8TCW9
Q86TV6	P32942
Q1HG44	Q8N1A0
P51452	Q7Z6Z6
P04275	Q86YJ6
Q14642	Q96F83
O15228	Q9UI43
P08514	Q96AB3
A2RTX5	Q03154
Q5VT06	A6NMS3
Q8TC36	Q11206
Q8NGK2	Q5SWH9
A8MZF0	Q86Y39
O94910	Q5TA89
Q96N11	P41247
Q969F2	P18065
Q7L5Y9	O94903
Q96MC9	Q8IUX7
Q96B96	Q6UWF7
P13760	Q8TDY8
P24043	P13987
Q8WV37	Q9NR31
Q149M9	Q86X55
Q6UWJ1	P39023
Q6Q759	P42677
Q9H089	P48382
Q96BN6	Q8NH72
O60811	P61599
O95876	Q8NEM2
Q9NQX3	A6NDG6
P55286	Q5SWA1
Q8NGP3	Q9NYP8
Q9UJX4	Q9Y3E5
Q86WV6	Q9NPD3
Q52LD8	Q07960
Q9NR48	Q6ZVW7
Q96QT4	Q96FZ2
Q9H2P0	Q641Q3
O43301	Q92521
Q92851	P0DJD7
Q8N554	Q96I15
P46087	P05452
O43280	O43541
Q68DK7	Q06330
P52797	Q16763
O15269	Q9HCN8
P35626	P29459
Q9NWH9	P01135
P22528	P49207
Q53FT3	Q96LR4
Q96N76	Q8TAD2
O60522	Q6P9B9
Q96AX9	Q8NF64
Q8TC44	Q96EK6
Q9BZD4	Q16890
Q96SQ9	Q9NS66
P36941	Q8WY22
Q9H7S9	Q6PI97
P50406	Q5TGL8
Q8IZ69	Q9BPZ3
O60381	A6NKK0
Q96QP1	Q8N4C9
Q9H207	Q9P015
Q8NBU5	Q13516
Q96C55	P59090
Q9ULE6	Q6UWW8
Q9P0V3	P04118
O60486	Q8N2R8
Q96MF2	Q9NPG2
Q96FS4	P35244
O75122	Q96LR2
Q9Y3A6	P53680
Q8IVF4	Q9BXJ9
O94988	Q7L4S7
P0C870	P36639
Q8NG08	Q6ZS72
P54829	O95715
P28332	P49862
Q04671	A6NH13
O95214	Q6PB30
P06746	P62253
Q08554	Q8WVE0
Q9UHG3	Q6GTS8
Q6NV75	P10768
O94819	Q04695
Q9C0E2	Q15771
P20936	Q9ULL8
Q86U44	Q9Y5Y4
P15311	Q96G25
Q96MF7	P58417
B9EJG8	Q99748
Q6ZVD8	Q5VW38
Q9NZR1	Q8NH63
Q96JK2	Q9HB40
Q9H307	Q8NGK5
Q6PML9	O15105
Q8NH64	A6NNB3
Q8NCR3	Q969I3
Q8NGF3	Q32NC0
O94782	O43307
Q15067	Q8NH37
Q8NGX5	Q9BZM6
Q96ND8	Q8N6K0
Q9UBT3	Q14569
O60645	Q07973
Q8IZ41	P0C6T2
Q86SQ0	Q9HCC9
Q5JYT7	Q68DV7
Q8WTT0	Q10587
P51452	Q9P1A6
Q9UIG0	O60488
Q8NGL0	Q8TD22
P01589	O14683
Q8N446	Q9UKB3
P05023	P0CZ25
P22492	P61009
Q8IY17	Q99626
Q5GH73	Q6ZUU3
Q4G0F5	P04201
Q5JQC9	P01042
P08842	P49257
P48163	Q9Y5Q6
P15259	O95561
Q9UMX6	P61916
Q01459	Q8WVJ2
Q9UH62	Q14627
Q92496	Q9Y3D5
Q15031	Q9H2C8
Q9Y698	Q96BS2
Q8N5Z0	P58549
P08621	Q8NFU5
Q9BT09	P0C7W0
Q6Q759	Q15327
Q8NA69	Q5SQS8
P49842	Q9H2L5
Q9HCC8	Q6ZMB0
Q9Y6G5	Q17RS7
Q5T481	Q16517
O95881	P55774
Q9NP58	Q14442
Q8WVP7	Q5VYY1
Q08J23	Q9UHJ6
P11940	P26992
Q2TAA8	P80188
O95347	Q9UJQ1
O60393	Q5VTE6
Q7Z2K8	Q15126
Q9BQM9	Q7Z4H4
Q9BVV6	O15537
P18858	P15509
P07384	P34903
Q96E39	Q8NG85
Q7Z402	Q9ULX7
Q68D06	Q9Y426
Q6ZRI6	Q3LHN2
Q86V21	Q8WZ92
Q6NW34	O15143
P21283	Q6IB77
Q96DZ1	Q9Y421
Q13586	Q9UK76
Q13387	Q9H2G9
Q8N6H7	Q8IYM1
Q9Y244	Q7Z7K0
Q6UWD8	Q9NWT8
P54578	A8MPS7
P57078	Q8NDY8
Q9HC78	Q9UKT4
O94886	Q9H3V2
Q06643	P63027
O43823	Q96RI0
P43366	Q9NWS8
Q6ZVZ8	Q14197
Q96NN9	Q6SA08
Q8NBM8	Q96JJ7
Q8N139	P47895
Q5JRS4	Q9Y3E2
O00115	Q15853
Q8IZJ0	P04216
O94823	O75676
Q5TB30	P05388
Q66K66	Q8N769
O75533	Q9NQZ7
O60218	P25815
O60307	Q76MJ5
Q6UXB8	Q96NS5
P43234	Q52M58
Q16773	Q9Y3A6
Q5PT55	Q9P1A2
Q9UKP5	P58005
Q9NYK6	Q8N326
P13639	Q96QU6
Q9Y546	P12074
Q7Z404	P13716
O75746	A8K8V0
O00566	Q9Y287
Q9UG01	P29972
O95678	Q8IVN3
Q8NB91	A8MTL0
Q9Y2L6	Q96BM9
O94910	Q7L523
Q9P227	Q9H0X4
Q7L1I2	Q8NH56
Q6ZN84	Q96CX6
Q9HBX9	P56373
Q9HC96	Q8TBB6
Q8N0V4	Q10589
O43296	Q8NFA2
Q8NFH3	Q6IEY1
Q8IWR0	P17655
Q8NHH1	Q8NH56
Q13508	Q5VTT2
Q8WWL7	P08183
O95772	Q96MF7
P28331	Q5M9Q1
O96024	O14796
Q00597	Q96GE6
Q8N1I0	Q9NZH5
P08151	Q9Y5V0
P78348	O60927
Q9BWT3	Q9Y6I4
Q9C0A6	P33076
Q13523	Q9H9K5
O15042	Q53HC5
Q8N3F9	Q8TCJ0
Q96PN8	Q9UKD2
Q5XKL5	Q8NBR9
Q9UL18	O75586
Q96NY8	P00505
Q96AA8	A4IF30
Q9NYW8	Q8NG95
Q5JXA9	Q96GT9
Q9NRJ5	Q8NCG5
Q12905	A6NH00
Q5QP82	P21754
Q8IZK6	P25398
Q13151	A6NCE7
Q3SX64	P27635
O14981	Q9UJT1
Q8N4A0	Q9H2P9
O95007	P12980
P31153	P39905
O00206	P48065
Q2M2I8	Q9BY78
Q96BW5	Q99748
O75912	Q8NGF7
Q9BY78	Q8WXF8
O75027	P0CG36
Q96MT7	O00754
Q96P26	Q96PI1
O75366	Q86VE9
P04798	Q5TC12
Q9BYP7	P51460
Q6ZN16	O75891
O14967	Q15404
Q14644	Q9NP72
Q96A56	O95561
Q9BXI3	Q8IZS6
Q9Y239	Q8WXQ3
Q8IUX8	I3L273
Q9UKV8	P25101
A6NGG8	Q9H0R8
Q8IUB9	C9JXX5
Q8NDV1	Q9BUL5
Q6IV72	O94956
Q9BWD1	Q8NG97
Q9BXP5	Q3SXM5
P0C7Q5	Q9Y225
Q50LG9	Q01459
Q8NFY4	O95561
Q8IUF1	Q99417
Q8NHS3	C9JBD0
Q9UPW5	Q8IY63
O60682	P53680
Q8NGN6	Q8N9F7
Q8IXL6	Q9H579
Q9HAU8	Q96CP7
Q9UL51	O75553
Q08AG5	Q8IYP9
Q9UGR2	Q9HCQ5
Q7Z628	Q8NA77
Q2TB90	O43889
Q2NKX8	Q96E39
Q5VVP1	P58304
P18507	Q9H3N8
Q9UM54	Q9UHQ7
Q9HB65	P43307
Q6P1A2	P08173
Q9NR46	P35270
O15533	P81172
Q13308	Q96NL1
O15455	A6NCS6
P04003	Q9NR46
Q9HCE9	P61812
Q8NGN3	Q6UXN8
Q08AI6	P0C8F1
Q9BPZ7	O75936
P54652	P22830
Q5VZ89	Q8NFJ8
Q15468	P46060
Q9NQW8	Q9UKY4
Q8NGP8	Q9Y291
O00570	Q96QR1
Q4G0N8	C9J798
P01024	P05177
O94929	Q6P1J9
Q12882	Q96MF2
Q96AV8	Q96CW6
P49961	P98066
P86790	P62256
Q76FK4	P47881
Q7Z6I6	O95379
P00156	P03901
Q16281	Q96L21
Q6UVY6	O95476
Q96SU4	Q969F1
Q9NY46	Q2VPB7
Q7Z3J2	Q9NPD5
Q9UI17	Q9BXI6
Q9Y466	Q16553
Q8TE56	Q9BVG9
Q5JUK3	P41279
O75077	Q6ZUS6
Q5K651	Q15111
Q8NHY2	Q8TDM0
P35251	Q96RQ9
Q96RP9	Q8NGN4
A5YKK6	Q8WVZ1
Q9HAW4	Q9GZY0
Q92502	Q9Y576
Q9BZE3	Q4QY38
Q14999	Q6NUI2
Q9H857	Q9BZM1
Q9H244	Q5VXD3
A6NE02	Q8NGM1
Q9BYR9	Q7RTT9
Q68DL7	Q6P1X6
Q96RJ3	O75083
Q2M2I8	Q8N5N4
O43149	Q8NHS9
Q9UDR5	P10301
Q92847	Q9UPM9
Q96KR1	P15291
Q8TAX9	Q3KRA6
Q14393	Q9GZP1
Q9UP52	Q9NPC4
O95395	Q9P2W7
Q6QEF8	Q9UJT1
Q9H171	Q96FX7
Q3KNS1	P16401
Q9BVA6	A6NCJ1
Q14137	Q5QJ74
Q8N1G0	Q8IX05
Q9H2K8	Q8WYH8
P43116	Q8IVV7
P54619	Q9H814
O14681	Q8WZA0
Q9H158	P16410
Q9H2X6	P41002
Q8WXF1	Q9Y5U2
P24390	Q6RUI8
Q8N3F8	Q13257
Q4V339	Q8NGF3
Q9NYW1	Q5TEZ4
O75051	O15514
Q9C0E2	Q16643
Q5VTT2	Q5SR53
Q8NDH6	Q9Y2R0
Q96MG7	E9PI22
Q9Y471	Q8N9L9
Q8IY17	Q66K89
Q86VZ5	Q5HYL7
P30043	P01588
O00220	Q9Y691
P83110	Q6UE05
Q92831	A6NKP2
P48739	P20783
Q5TAP6	Q96A37
Q8N9I9	Q6UX39
P01906	Q9NPI5
Q8TCT6	Q8NFH4
Q8N4F0	Q9UGB7
Q9NYZ3	Q9UKZ9
Q6UXF7	Q8WW59
P54278	Q9UBI1
A6NHS7	Q96KF2
Q18PE1	Q8NH70
P08621	O75264
Q8N268	G3V211
Q8WUA8	Q9NUJ1
Q99706	Q7L2K0
Q12946	A6H8Z2
A4D1E1	P09681
Q6P1J9	Q9BYE4
Q99733	Q7Z5A7
O60237	P14618
Q5VV42	O95416
A4FU01	Q9H4A9
O00750	P61081
Q9HB55	Q8WWF3
Q6ZV29	O75344
Q96QS1	P01225
Q9BVJ6	Q8NBK3
Q658L1	P62244
Q86U42	P00491
Q9HCL2	Q8N431
P32754	Q16740
A6NDV3	Q96LT6
P49642	Q8N9Z9
Q3SXY7	B7WPI5
Q8N394	P55809
Q9HAW0	Q96G79
O75448	P20774
Q7Z6M2	Q8WV16
Q8WTT0	Q6ZR08
Q14147	P60673
Q562R1	Q5T2E6
P30085	P07737
Q14315	Q9NVM6
P58215	Q53EU6
P81408	Q96PD4
Q9NQ36	P20618
D6R9N7	Q8IZS5
O94956	P41159
P78562	Q7Z404
Q8N4S9	Q86VE9
Q15398	Q5T3F8
Q99684	P0DI80
Q8TCW7	Q9C010
Q2WGJ9	Q6IAN0
Q96JN8	P47804
Q02218	O75900
P03905	Q9HBI5
Q12789	Q8IWE5
Q9H6R4	Q9BXB5
Q9NQS3	Q86W54
Q9UKN5	Q68D10
Q9C0A1	Q99467
Q9NWL6	P04062
Q96EK2	Q9NRN7
Q8NA66	Q6P1S2
Q658Y4	P83111
Q6NUT2	O14867
Q70CQ2	Q0VGL1
Q92793	Q5FYA8
Q53GL7	Q86W47
Q12955	Q92629
Q96PX6	P37058
P50052	Q7L266
Q8N8G6	Q8IVL8
Q9NP31	Q8N1S5
Q3SXM5	O60676
Q8WV93	Q9UK08
P11177	Q8WUD4
Q14254	O75818
Q9H3L0	Q3C1V8
Q15528	Q5H8A3
P10745	P36954
Q8N1Q8	P10412
Q6PIS1	Q5VXU1
Q9Y5C1	Q5JUX0
Q8N2G8	Q92733
Q15058	Q5UCC4
Q7RTS3	Q63HM9
Q9H3F6	O60671
Q16572	Q86V25
O15091	Q6ZP68
Q4ADV7	P63098
Q9UJS0	Q6PF06
P47881	Q5SQS8
Q96F63	Q15527
Q15042	Q86SX3
P31513	Q5JS37
Q96L92	Q9NR56
Q9NRJ4	O75792
P78527	Q8N157
Q96F07	Q5W5W9
Q70CQ4	Q9Y259
Q9BYX4	Q6UWZ7
O95294	Q8TDS4
Q9ULH4	Q8N7L0
Q2TB18	Q9H221
O75899	Q8IXR5
Q9UMQ6	P10155
P19793	Q969R8
O95402	Q5T742
O43314	Q9BWJ5
Q96PU4	Q12884
O95803	Q15116
Q5TH74	Q8N1A6
O15240	O43768
Q8N635	P01241
Q8TCW7	Q969G6
Q9Y5P0	Q5TBE3
Q9H9A7	Q5SRE7
F8WBW8	D6RCP7
Q86SH2	P51686
Q9Y493	Q96SE0
P16562	Q5MIZ7
Q7L099	Q9NP92
Q9ULK0	Q96L03
Q9NR77	P47874
Q7Z5J8	O00230
P16930	Q6PD74
Q9UBZ9	Q96RQ1
Q9BTT6	Q9NP64
P43251	Q969F8
Q99835	O15498
Q5T0N1	Q01449
Q9H211	Q5VVH5
O75363	Q8IVY1
P09131	Q9P0J0
Q8TB96	Q86WP2
Q9H1Q7	Q6PGN9
Q969V3	O75462
Q9BZ95	P18627
Q9Y2L5	P19447
Q15631	Q8NCS4
Q9BST9	Q8N9A8
Q8TDG4	Q96A73
P00995	P18074
Q86Y91	C9JBD0
Q9H171	Q9BXY4
O95206	Q8WU03
Q96GX1	Q7Z429
Q9NQS3	P60372
Q9BWX1	Q9NR00
Q9NQZ3	Q5VWK5
Q9NVA1	Q92535
P20309	Q8WVP7
Q15032	Q13474
Q14332	Q8N6M3
Q6P2I3	Q8TAC1
Q5SW24	Q6XR72
Q32MQ0	Q401N2
O00631	Q8NEN9
Q5QGS0	Q6ZNR0
Q9H488	Q9NS75
Q6P1R4	Q3LI81
Q9UG01	Q5T9Z0
Q5T2D2	Q96FN9
O43597	Q7Z769
Q14254	P40225
A8MTB9	P48556
Q96SB4	Q9BU89
Q11203	Q8NGE7
Q6ZMV8	Q86WU2
Q92748	Q9ULZ1
Q9P2D0	P31269
Q9UNP4	Q14331
Q6PK04	Q9BQ51
O94953	P46952
Q6P9F7	Q9Y4P3
P58304	Q02363
Q9NY15	O94805
Q6P2D8	Q8N4P2
P54132	Q5T013
A1X283	Q8NEY4
O00295	P01160
Q03112	Q9HC23
Q92764	Q8N2G4
Q7Z6J4	Q5T5F5
O00764	Q5SZI1
Q12996	O95568
Q7Z5M5	Q86W56
Q86YZ3	Q8NGH8
Q8N6Y2	Q96B77
A8K2U0	Q96DR4
Q03154	Q969Q4
Q6TDP4	Q3LFD5
Q8IUR6	Q14894
A6NKU9	P09497
Q8WVN8	Q8NGJ5
O94763	Q9UL45
Q8WWM9	B1AMM8
Q96DE5	Q15345
P30038	Q14493
Q9Y5W8	Q9NQS3
Q9UNQ0	Q9UBY8
Q9BX63	Q9Y2T3
Q9Y2B2	P53680
P31689	P58294
Q2KHR3	O15247
Q9NUT2	Q96G25
P68543	P35244
P98194	Q86YH6
P98187	Q9H9Y4
Q8NHS2	O96004
Q9H1Z9	Q496H8
Q8IX06	Q9UGB7
P0C881	Q9BUD6
Q8IZ13	Q569K4
Q5T2N8	Q86XF0
Q8NGC4	Q14773
Q8N205	Q86W33
C9J798	Q9NZI5
Q5JTH9	P18850
Q9NQX4	A6NC51
O95206	O00270
Q9NR20	Q96QU4
P42695	Q9Y5Z0
Q96JZ2	A6NEK1
Q13057	Q9UBX8
Q99941	Q96ES6
Q5VVH5	P55344
Q86W24	Q8N7S2
A6NNA2	Q5BKZ1
Q7Z5Q1	P42330
P48739	Q8WU17
P78536	P30307
Q5XLA6	P42081
Q9NVR0	Q8NFY9
P11047	P59861
Q8TDF5	O15217
Q9UHD2	Q96QS1
Q32M78	Q8N5U0
Q9UK59	Q9H3G5
Q8IZF5	P08651
Q8NGH7	P53582
Q9C0K7	Q8N801
Q9H5P4	Q8WWY8
P00746	Q9NZT1
P19961	O95007
Q3KNV8	Q9BX74
Q9H1U4	P19622
Q5VVW2	A8MQB3
P13498	Q0P5P2
Q8IUK5	Q8WVY7
Q96ST3	Q8NEZ2
Q969V3	Q8N9R6
Q7Z6L1	P59534
P49640	P46091
Q14165	Q9Y333
Q9Y639	Q14019
Q8TDR0	Q96DB9
Q96KV7	Q5TG53
Q5T4B2	P43629
Q9ULW0	P30307
P28039	Q9GZY6
Q6ZV50	Q8N6F8
Q9BWM5	P19224
Q8TAI1	Q0VGL1
Q68DV7	Q15650
Q9C0B7	O75943
Q6P2Q9	Q8N2C9
Q9NPZ5	P13984
Q9BQW3	O43566
Q8TE54	Q9BYG3
Q4KWH8	Q6NXR0
P28290	Q9NPU4
O75575	P11150
Q6IF99	Q569G3
E9PB92	Q2M3C6
Q8N292	Q86T20
Q9UPX0	A6NMD0
Q9C073	Q8IY95
Q8NG31	P08620
Q8WVP7	O43688
Q6VY07	Q17R55
A6H8Z2	Q5JTN6
P06733	P16152
K7EQF7	H3BQV1
P51790	Q9UDX5
P18074	Q9Y5K1
Q9P2R6	Q9NRG9
Q587J8	P12838
Q9BQI9	Q06643
Q5T7P6	P27469
Q8WXK3	Q96PE6
Q86VL8	A8MPS7
Q8TBC3	Q07820
Q9H981	Q96HA9
Q9NUQ3	Q8N1F7
Q14139	Q8NH19
Q9H5V8	Q8N2G8
Q3I5F7	Q9P031
Q3MJ13	Q5FWF6
P36537	Q5VYY2
Q2TAK8	Q86Y01
Q9Y252	Q8TBM8
Q9Y4C1	A6NHG9
Q8IV33	O15431
Q9GZT9	Q8WUB2
Q96SM3	Q86U90
Q6BDS2	Q32P50
Q9NYF8	P43629
P21283	Q8WUX2
Q5FWE3	P07315
Q14094	Q15435
Q2VWP7	O75594
Q6GYQ0	Q9NUD5
Q5SZL2	Q6UX06
Q9NQX4	P55010
P55263	Q99525
O00635	Q9H1U9
Q9NWB6	P60002
Q9NZH0	Q86YH6
P05093	Q9H2R5
A5D6W6	Q99966
Q10713	Q1W4C9
Q9NUP7	P49137
Q71RS6	P18669
P27986	P01036
P48060	Q96HJ9
P61011	A7E2S9
Q8NGK9	Q3KNT9
Q14164	Q9H0A6
Q8NH59	Q53QV2
Q8IUC6	A6NJW4
Q9H0H3	Q86SJ2
Q8N5F7	Q96HP4
Q9NRE2	Q02978
O95810	Q96HS1
Q6JQN1	Q13487
P53814	P54803
Q09428	Q9BRJ7
Q9BXJ4	Q96QK8
Q53LP3	Q53H96
Q11201	P11234
Q7Z5L2	Q12899
P22680	P29372
Q9UNE2	Q96P67
Q8N568	Q96PS1
O95163	Q96EX1
A6NFY4	Q9UPC5
Q8NBI5	Q8NBS9
Q5T848	Q5JPI3
Q9BTX1	Q9NRR3
Q6DN12	Q6ZVZ8
Q9BX84	P55318
O60237	Q9BX84
Q9Y2R5	Q5T5F5
Q9UL17	P43115
P50416	Q8N9T8
Q9BVL2	Q15109
Q13641	Q86WQ0
P07202	Q8NDV1
Q702N8	Q86SM5
Q5VW32	Q5SWH9
Q00978	Q96EY9
Q96SC8	Q9H444
Q9H987	Q96FL8
Q13607	Q9Y5N6
Q01892	Q8IZY5
O75694	P53396
P05164	Q92949
Q6NTE8	Q6NUJ2
P55036	Q9BU02
Q15126	Q8TCE9
Q9BXP2	Q5VYV7
P16278	O60248
Q9H981	A6NFD8
P02144	Q5M8T2
Q96EY7	A1L168
Q9C0B9	Q15398
Q5D1E8	P50440
Q96BY9	Q96IU4
Q6AW86	P20645
Q14938	Q6IPT2
P23588	Q9Y6W5
Q6NT04	Q14849
P01857	Q6U7Q0
Q8IUX7	Q15546
Q8IUH4	Q08648
Q96DR7	Q9P2E5
Q9HCU5	P51857
O43663	O75438
Q16651	Q496A3
Q9Y5B6	Q6IE38
P0C0L4	Q8NH85
Q99575	Q9NR80
Q9Y334	P11310
Q5TC84	Q7L0Y3
Q9HCG8	Q9Y6X4
Q8IY81	Q8NH85
Q8WV74	Q9UKK9
Q9NVH2	Q9NWZ8
Q92953	Q9P0T7
Q9P203	Q8NFR3
Q8N9W8	Q8NGF8
Q86XZ4	Q15084
P20794	Q8NGY2
Q8NFY4	Q9Y4P1
Q8N9V3	Q6IE38
Q5T2E6	O14926
O75110	P00748
P49184	Q96E40
Q7Z2Y5	P27144
Q8IY26	Q9Y3D9
Q9BS34	Q12797
Q6UWH4	P20815
Q9P2B2	P23416
Q9Y227	Q86XT4
O75309	P60893
A6NHA9	Q9Y2B9
Q8NHH1	Q8NG85
P52736	Q96DE9
Q9H8H0	Q9Y240
O00744	P13473
O95427	O43772
Q8N4T8	O14931
Q15003	Q9ULZ9
P31512	P30411
P0DJG4	Q9NQ35
Q9Y6Q2	Q5HYI7
Q08050	Q9ULG6
Q8NCW0	P12273
Q8WV16	Q96DD7
Q96D46	A8MSI8
C9JH25	P24310
O43683	Q8NI29
P10244	P28566
Q8TAG9	Q9GZU0
A3KN83	P53396
Q9Y3M8	Q8NGJ9
P56177	Q9NPF7
Q8NE31	O14745
P54886	Q96C90
Q6P4A8	P01222
Q96S65	P09603
Q9NS15	Q96I15
Q86TU7	Q8WVJ2
Q9UHR5	P05114
O00203	Q6FHJ7
Q15853	Q6U949
Q9H3E2	Q13011
Q6IQ21	Q9UJQ1
Q8NBP7	P05062
Q9BYP7	O00341
P37058	Q9HBE4
Q96ME1	Q99853
Q96QT6	Q9UNI1
O76050	O95758
P46089	Q6SA08
P56373	A2RU30
A8MUK1	Q9GZT4
P28845	Q6JQN1
O95718	O95847
Q9BQI4	A6NM66
Q96C45	Q9NZY2
Q8NFA0	Q96LB1
Q96E14	C9JL84
P58180	Q8WZ19
Q16625	P57721
Q9BTW9	Q6DKI7
Q6ZVM7	A6NFH5
O43602	Q8N7J2
P38567	Q9UKD2
Q8WW38	Q9UBY0
Q9BYP7	Q9BYN8
P55916	A4QMS7
Q8N0W3	Q92466
C9J2P7	P38571
Q96AJ1	Q8NFZ6
Q5JRC9	P59826
P59535	A8MZG2
Q9BWV7	Q08334
P30260	Q7RTS1
Q7Z4S6	P27635
P28289	O14519
Q8NDH3	P0C025
Q07352	P62273
Q9Y2L1	Q9UIC8
Q70CQ4	Q9Y2M0
Q15884	Q9H6J7
Q9H9Y4	Q8TDM5
Q8NDZ0	Q9Y5R5
Q13495	Q6NUT3
B5MCY1	H3BU77
Q8WWB3	Q2M3M2
Q9UEW8	Q15646
Q5K651	Q8N5D6
Q9P2G4	Q9UBM1
Q15018	Q96P15
P43115	O43529
Q9BSV6	Q2M3C6
P35523	Q5TA79
O60806	Q96CB5
Q86UQ0	Q53RE8
Q99714	P19388
Q8NGU2	O60637
Q9H6Y7	Q6DKI1
P26640	Q8NG11
O43663	P80511
O95800	P36542
Q5VXI9	Q9BWX1
Q5QJU3	A6NJV1
Q6PIW4	Q5T9Z0
Q86Z02	Q6IMI4
Q8NGQ4	Q16890
Q8N8Q9	Q8N7B1
P54802	P53004
Q969V5	Q13296
Q14642	M0R2Y0
Q9Y421	O75711
O15084	A2RU54
Q92523	Q6NUJ2
Q5VWT5	Q86SJ2
Q13495	Q8TCY5
Q8NGH8	Q9BRQ4
P18850	P08729
B7Z1M9	Q969X0
Q5VST6	Q96GD0
Q9BZ71	Q15208
P0C869	Q53H96
Q7RTX9	O75600
Q9Y5R6	Q8NGI7
P32455	Q9H6U8
P30837	Q8N841
P58182	Q8NEA4
Q9UHG2	Q5SY68
Q9H706	A6H8M9
P55042	Q9NQ30
Q96BY6	Q86Y79
Q8N7X0	P41219
P15586	Q9NSN8
P06733	P0C7P2
Q00796	Q16534
O00411	P49863
Q6EMB2	Q9P2E2
Q96LW4	Q8N8G6
Q9BYZ2	Q8NBB2
P98194	Q8NEX6
Q9Y577	O95210
Q8N766	Q8IUR0
Q96JT2	Q9BRY0
Q9NR83	Q86TL2
Q93008	O14976
Q92750	A6NDZ8
Q8WYK1	Q92764
Q9Y4R7	Q96EK2
